Number,tweet_text,Tweets,Date,Sentiment,Score,Effective Sentiment Score,Score Cumulative
750,The  govt is so weird according to them they dont even want to see  as an opposition any more but they still keep an eye on us How frightened are they of us  PegasusBJPExposedAgain,"['govt', 'weird', 'according', 'dont', 'even', 'want', 'see', 'opposition', 'still', 'keep', 'eye', 'us', 'frightened', 'us', 'pegasusbjpexposedagain']",01-07-2021,negative,0.043326631,-0.456673369,96.5383815
271,The  shares their findings on the exploit dubbed Forcedentry which is related to the NSO Group Pegasus spyware Apple has since pushed an update to fix the zero day that was usedCyberSecurity InfoSec ITSecurity ThreatIntel malware,"['shares', 'findings', 'exploit', 'dubbed', 'forcedentry', 'related', 'nso', 'group', 'pegasus', 'spyware', 'apple', 'since', 'pushed', 'update', 'fix', 'zero', 'day', 'usedcybersecurity', 'infosec', 'itsecurity', 'threatintel', 'malware']",01-07-2021,negative,0.17452386,-0.32547614,96.21290536
118,The 2019 general election was unabashedly and openly contested by the BJP to reelect one man as prime minister So who would that implicate if they were to confess to using Pegasus and were to be held to similar standards as Indira Gandhi was in 1975 ,"['2019', 'general', 'election', 'unabashedly', 'openly', 'contested', 'bjp', 'reelect', 'one', 'man', 'prime', 'minister', 'would', 'implicate', 'confess', 'using', 'pegasus', 'held', 'similar', 'standards', 'indira', 'gandhi', '1975']",01-07-2021,negative,0.357594609,-0.142405391,96.07049997
1345,The 2021 Project Pegasus revelations suggest that the current Pegasus software can exploit all recent iOS versions up to iOS 146,"['2021', 'project', 'pegasus', 'revelations', 'suggest', 'current', 'pegasus', 'software', 'exploit', 'recent', 'ios', 'versions', 'ios', '146']",01-07-2021,positive,0.704964161,0.204964161,96.27546413
589,The Apple update to combat spyware Apple spyware Pegasus    ,"['apple', 'update', 'combat', 'spyware', 'apple', 'spyware', 'pegasus']",01-07-2021,positive,0.66475451,0.16475451,96.44021864
1541,The argument govts always make against privacy is that what do good citizens have to hide What does the govt have to hide in Pegasus case,"['argument', 'govts', 'always', 'make', 'privacy', 'good', 'citizens', 'hide', 'govt', 'hide', 'pegasus', 'case']",01-07-2021,negative,0.21373108,-0.28626892,96.15394972
1854,the belarus secret  Pegasus starcrossed Interpol WritingCommunity Riverdale RHOP Josie EdSer KeremBuersin uranium,"['belarus', 'secret', 'pegasus', 'starcrossed', 'interpol', 'writingcommunity', 'riverdale', 'rhop', 'josie', 'edser', 'kerembuersin', 'uranium']",01-07-2021,positive,0.766951084,0.266951084,96.42090081
44,The Big Spy in Your Little Phone Without a ban on Pegasus and spyware like it human rights defenders journalists and others will continue to be targeted spied on beaten arrested and killed which is why there wont be a ban ,"['big', 'spy', 'little', 'phone', 'without', 'ban', 'pegasus', 'spyware', 'like', 'human', 'rights', 'defenders', 'journalists', 'others', 'continue', 'targeted', 'spied', 'beaten', 'arrested', 'killed', 'wont', 'ban']",01-07-2021,neutral,0.597314537,0.097314537,96.51821534
839,The biggest lie ever toldapple appleupdate mac MacBook Pegasus ,"['biggest', 'lie', 'ever', 'toldapple', 'appleupdate', 'mac', 'macbook', 'pegasus']",01-07-2021,positive,0.607536316,0.107536316,96.62575166
1098,The BJP govt tells SC it has nothing to hide on Pegasus but refuses to file an affidavit in response to inquiry petitions citing national security Godi media who is busy with Taliban doesnt give a shit about nationalthreat to their own countryPegasus ,"['bjp', 'govt', 'tells', 'sc', 'nothing', 'hide', 'pegasus', 'refuses', 'file', 'affidavit', 'response', 'inquiry', 'petitions', 'citing', 'national', 'security', 'godi', 'media', 'busy', 'taliban', 'doesnt', 'give', 'shit', 'nationalthreat', 'countrypegasus']",01-07-2021,negative,0.152690753,-0.347309247,96.27844241
1160,The BJP govt tells SC it has nothing to hide on Pegasus but refuses to file an affidavit in response to inquiry petitions citing national security SC raps the Centre for beating around the bush Its clear even to SC that the govt has much to hide It must be held accountable,"['bjp', 'govt', 'tells', 'sc', 'nothing', 'hide', 'pegasus', 'refuses', 'file', 'affidavit', 'response', 'inquiry', 'petitions', 'citing', 'national', 'security', 'sc', 'raps', 'centre', 'beating', 'around', 'bush', 'clear', 'even', 'sc', 'govt', 'much', 'hide', 'must', 'held', 'accountable']",01-07-2021,negative,0.033849914,-0.466150086,95.81229233
748,The BJP in Government makes cyberlaws to prevent itself from being exposed and has cybercriminals attack citizens who try and do thatIs that what one calls a Government Of By and For People Pegasus was just not enough,"['bjp', 'government', 'makes', 'cyberlaws', 'prevent', 'exposed', 'cybercriminals', 'attack', 'citizens', 'try', 'thatis', 'one', 'calls', 'government', 'people', 'pegasus', 'enough']",01-07-2021,negative,0.062323745,-0.437676255,95.37461607
1196,The cat is out of the Bag  Centre did use Pegasus to target opposition leaders  judges of Higher Judiciary  journalists amp armed forces Shameful  that A government elected by the People of India snoops its very own people  ,"['cat', 'bag', 'centre', 'use', 'pegasus', 'target', 'opposition', 'leaders', 'judges', 'higher', 'judiciary', 'journalists', 'amp', 'armed', 'forces', 'shameful', 'government', 'elected', 'people', 'india', 'snoops', 'people']",01-07-2021,positive,0.708350778,0.208350778,95.58296685
1356,The cat is out of the Bag  Centre did use Pegasus to target opposition leaders  judges of Higher Judiciary  journalists amp armed forces Shameful  that A government elected by the People of India snoops its very own people  ,"['cat', 'bag', 'centre', 'use', 'pegasus', 'target', 'opposition', 'leaders', 'judges', 'higher', 'judiciary', 'journalists', 'amp', 'armed', 'forces', 'shameful', 'government', 'elected', 'people', 'india', 'snoops', 'people']",01-07-2021,positive,0.708350778,0.208350778,95.79131763
712,The Center government said SolicitorGeneral TusharMehta on behalf of the Center Government not wanting to give a chance to terrorists said that there can be no illegal surveillance or tapping under the IT and Telegraph Act Pegasus,"['center', 'government', 'said', 'solicitorgeneral', 'tusharmehta', 'behalf', 'center', 'government', 'wanting', 'give', 'chance', 'terrorists', 'said', 'illegal', 'surveillance', 'tapping', 'telegraph', 'act', 'pegasus']",01-07-2021,negative,0.347228467,-0.152771533,95.63854609
697,The Central Government is indirectly defending interference in the private lives of the people of India using their old logic of security purposes Its complete violation of feedom of speech everyone from top to bottom are under supervision Pegasus  ,"['central', 'government', 'indirectly', 'defending', 'interference', 'private', 'lives', 'people', 'india', 'using', 'old', 'logic', 'security', 'purposes', 'complete', 'violation', 'feedom', 'speech', 'everyone', 'top', 'bottom', 'supervision', 'pegasus']",01-07-2021,positive,0.611412525,0.111412525,95.74995862
459,The Central Govt refused to file an affidavit before the Honble Supreme CourtThey refused to have debate in Parliament during the Monsoon SessionThey didnt pay heed to oppositions demand to set up a JPC committeeWhy is the Central Govt beating around the bushPegasus,"['central', 'govt', 'refused', 'file', 'affidavit', 'honble', 'supreme', 'courtthey', 'refused', 'debate', 'parliament', 'monsoon', 'sessionthey', 'didnt', 'pay', 'heed', 'oppositions', 'demand', 'set', 'jpc', 'committeewhy', 'central', 'govt', 'beating', 'around', 'bushpegasus']",01-07-2021,neutral,0.563726962,0.063726962,95.81368558
1452,The Centre has told SupremeCourt it doesnt wish to file detailed affidavit on pleas seeking independent probe into alleged Pegasus snooping row,"['centre', 'told', 'supremecourt', 'doesnt', 'wish', 'file', 'detailed', 'affidavit', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.15987362,-0.34012638,95.4735592
1557,The Centre has told SupremeCourt it doesnt wish to file detailed affidavit on pleas seeking independent probe into alleged Pegasus snooping row,"['centre', 'told', 'supremecourt', 'doesnt', 'wish', 'file', 'detailed', 'affidavit', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.15987362,-0.34012638,95.13343282
871,The Centre on Monday cited national security and declined to file a fresh affidavit admitting or denying snooping on citizens with the Israeli spyware Pegasus prompting the Supreme Court to give it three days to reconsider or face a judicial order,"['centre', 'monday', 'cited', 'national', 'security', 'declined', 'file', 'fresh', 'affidavit', 'admitting', 'denying', 'snooping', 'citizens', 'israeli', 'spyware', 'pegasus', 'prompting', 'supreme', 'court', 'give', 'three', 'days', 'reconsider', 'face', 'judicial', 'order']",01-07-2021,positive,0.782394528,0.282394528,95.41582735
1311,The Centre on Monday stating national security reason told the SC it does not wish to file a detailed affidavit clarifying whether Pegasus  spyware was used or not ,"['centre', 'monday', 'stating', 'national', 'security', 'reason', 'told', 'sc', 'wish', 'file', 'detailed', 'affidavit', 'clarifying', 'whether', 'pegasus', 'spyware', 'used']",01-07-2021,negative,0.02003362,-0.47996638,94.93586097
1588,The Centre on Monday told the SupremeCourt that it doesnt wish to file a detailed affidavit on pleas seeking independent probe into alleged Pegasus snooping row ,"['centre', 'monday', 'told', 'supremecourt', 'doesnt', 'wish', 'file', 'detailed', 'affidavit', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.204872966,-0.295127034,94.64073394
575,The Centre refused to file a detailed Affidavit to clarify whether Pegasus spyware was used 4 snooping on citiznsThis attracted a sharp rebuke from the Hon SC which said beating round the bush wont helpIf Gov has not authorized this surveillanceY not cooperate wth d Court ,"['centre', 'refused', 'file', 'detailed', 'affidavit', 'clarify', 'whether', 'pegasus', 'spyware', 'used', '4', 'snooping', 'citiznsthis', 'attracted', 'sharp', 'rebuke', 'hon', 'sc', 'said', 'beating', 'round', 'bush', 'wont', 'helpif', 'gov', 'authorized', 'surveillancey', 'cooperate', 'wth', 'court']",01-07-2021,negative,0.015824256,-0.484175744,94.15655819
637,The Centre refused to file a detailed Affidavit to clarify whether Pegasus spyware was used 4 snooping on citiznsThis attracted a sharp rebuke from the Hon SC which said beating round the bush wont helpIf Gov has not authorized this surveillanceY not cooperate wth d Court ,"['centre', 'refused', 'file', 'detailed', 'affidavit', 'clarify', 'whether', 'pegasus', 'spyware', 'used', '4', 'snooping', 'citiznsthis', 'attracted', 'sharp', 'rebuke', 'hon', 'sc', 'said', 'beating', 'round', 'bush', 'wont', 'helpif', 'gov', 'authorized', 'surveillancey', 'cooperate', 'wth', 'court']",01-07-2021,negative,0.015824256,-0.484175744,93.67238245
845,The Centre said it will constitute a committee of domain experts to go into the entire matterPegasusCase PegasusRow Pegasus ,"['centre', 'said', 'constitute', 'committee', 'domain', 'experts', 'go', 'entire', 'matterpegasuscase', 'pegasusrow', 'pegasus']",01-07-2021,neutral,0.570339859,0.070339859,93.74272231
846,The Centre said it will constitute a committee of domain experts to go into the entire matterPegasusCase PegasusRow Pegasus ,"['centre', 'said', 'constitute', 'committee', 'domain', 'experts', 'go', 'entire', 'matterpegasuscase', 'pegasusrow', 'pegasus']",01-07-2021,neutral,0.570339859,0.070339859,93.81306217
1320,The Centre told a bench headed by Chief Justice N V Ramana that it has nothing to hide and thats why the government has on its own said it will constitute a committee of domain experts to look into these allegationsPegasus ,"['centre', 'told', 'bench', 'headed', 'chief', 'justice', 'n', 'v', 'ramana', 'nothing', 'hide', 'thats', 'government', 'said', 'constitute', 'committee', 'domain', 'experts', 'look', 'allegationspegasus']",01-07-2021,negative,0.216102466,-0.283897534,93.52916463
1448,The Centre told a bench headed by Chief Justice NVRamana that it has nothing to hide and thats why the government has on its own said it will constitute a committee of domain experts to look into these allegationsPegasusSnoopgate Pegasus ,"['centre', 'told', 'bench', 'headed', 'chief', 'justice', 'nvramana', 'nothing', 'hide', 'thats', 'government', 'said', 'constitute', 'committee', 'domain', 'experts', 'look', 'allegationspegasussnoopgate', 'pegasus']",01-07-2021,negative,0.22475405,-0.27524595,93.25391868
1261,The Centre told the Supreme Court on Monday that it does not wish to file a detailed affidavit on a batch of petitions seeking independent probe into the alleged Pegasus snooping row,"['centre', 'told', 'supreme', 'court', 'monday', 'wish', 'file', 'detailed', 'affidavit', 'batch', 'petitions', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.085040078,-0.414959922,92.83895876
1305,The Centre told the SupremeCourt on Monday that it does not wish to file a detailed affidavit on a batch of petitions seeking independent probe into the alleged Pegasus snooping row,"['centre', 'told', 'supremecourt', 'monday', 'wish', 'file', 'detailed', 'affidavit', 'batch', 'petitions', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.088089339,-0.411910661,92.4270481
1444,The Centre told the SupremeCourt on Monday that it does not wish to file a detailed affidavit on a batch of petitions seeking independent probe into the alleged Pegasus snooping row,"['centre', 'told', 'supremecourt', 'monday', 'wish', 'file', 'detailed', 'affidavit', 'batch', 'petitions', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'row']",01-07-2021,negative,0.088089339,-0.411910661,92.01513744
1176,The Centre told the SupremeCourt that it does not wish to file a detailed affidavit on a batch of petitions seeking independent probe into the alleged Pegasus snooping rowPegasusSnoopgate PegasusRow pegasusproject Privacy DataPrivacy Surveillance ,"['centre', 'told', 'supremecourt', 'wish', 'file', 'detailed', 'affidavit', 'batch', 'petitions', 'seeking', 'independent', 'probe', 'alleged', 'pegasus', 'snooping', 'rowpegasussnoopgate', 'pegasusrow', 'pegasusproject', 'privacy', 'dataprivacy', 'surveillance']",01-07-2021,negative,0.107709326,-0.392290674,91.62284676
368,The Centre told the SupremeCourt that it was ready to constitute a committee of experts to look into charges of unauthorised surveillance using the Pegasus software but would not file a detailed affidavit on petitions seeking inquiry srfasmsoc,"['centre', 'told', 'supremecourt', 'ready', 'constitute', 'committee', 'experts', 'look', 'charges', 'unauthorised', 'surveillance', 'using', 'pegasus', 'software', 'would', 'file', 'detailed', 'affidavit', 'petitions', 'seeking', 'inquiry', 'srfasmsoc']",01-07-2021,negative,0.180390358,-0.319609642,91.30323712
1440,The Centre was directed by the SupremeCourt to file affidavit in response to the multiple petitions that were filed against the alleged use of Pegasus spyware,"['centre', 'directed', 'supremecourt', 'file', 'affidavit', 'response', 'multiple', 'petitions', 'filed', 'alleged', 'use', 'pegasus', 'spyware']",01-07-2021,neutral,0.549338102,0.049338102,91.35257522
1279,The centres response is no less than a contempt of the Hon Supreme CourtHow can the apex Court be kept in darkAnd by which logic logicHowHowHow MJH PegasusKashmir Pegasus row Centre tells SC cites national security  via ,"['centres', 'response', 'less', 'contempt', 'hon', 'supreme', 'courthow', 'apex', 'court', 'kept', 'darkand', 'logic', 'logichowhowhow', 'mjh', 'pegasuskashmir', 'pegasus', 'row', 'centre', 'tells', 'sc', 'cites', 'national', 'security', 'via']",01-07-2021,negative,0.443970114,-0.056029886,91.29654534
88,The Commission must stop to attack amp undermine secure endtoendencryption under the guise of combatting child pornography The EUs actions to undermine IT security speak louder than its cyber security talkpbreyer cybersecurity pegasus,"['commission', 'must', 'stop', 'attack', 'amp', 'undermine', 'secure', 'endtoendencryption', 'guise', 'combatting', 'child', 'pornography', 'eus', 'actions', 'undermine', 'security', 'speak', 'louder', 'cyber', 'security', 'talkpbreyer', 'cybersecurity', 'pegasus']",01-07-2021,neutral,0.575594902,0.075594902,91.37214024
253,The Commissioner also noted that the Hungarian DPA has opened an exoficio investigation into the Pegasus revelations on August 5 This investigation should last 2 months and provide more information on the use of the spyware,"['commissioner', 'also', 'noted', 'hungarian', 'dpa', 'opened', 'exoficio', 'investigation', 'pegasus', 'revelations', 'august', '5', 'investigation', 'last', '2', 'months', 'provide', 'information', 'use', 'spyware']",01-07-2021,negative,0.390049517,-0.109950483,91.26218976
359,The daily word cloud chatter on the cybersecurity Twitter feed on 14092021 osint vulnerabilities cve cybercrime cyberattacks zeroday exploit Ransomware Update Apple devices Pegasus ,"['daily', 'word', 'cloud', 'chatter', 'cybersecurity', 'twitter', 'feed', '14092021', 'osint', 'vulnerabilities', 'cve', 'cybercrime', 'cyberattacks', 'zeroday', 'exploit', 'ransomware', 'update', 'apple', 'devices', 'pegasus']",01-07-2021,positive,0.76770407,0.26770407,91.52989383
857,The discovery means that more than 165 billion Apple products in use worldwide have been vulnerable to NSOs spyware since at least March It signals a serious escalation in the cybersecurity arms race      Pegasus ,"['discovery', 'means', '165', 'billion', 'apple', 'products', 'use', 'worldwide', 'vulnerable', 'nsos', 'spyware', 'since', 'least', 'march', 'signals', 'serious', 'escalation', 'cybersecurity', 'arms', 'race', 'pegasus']",01-07-2021,negative,0.441860855,-0.058139145,91.47175468
1164,The end of Pegasus story  broke it much passion shared by the likes of  The world will remember CONgress for fighting under twitter general RahulGandhi with tweets when the political assault was carried out on people and institutions ,"['end', 'pegasus', 'story', 'broke', 'much', 'passion', 'shared', 'likes', 'world', 'remember', 'congress', 'fighting', 'twitter', 'general', 'rahulgandhi', 'tweets', 'political', 'assault', 'carried', 'people', 'institutions']",01-07-2021,positive,0.658925712,0.158925712,91.63068039
225,The EuropeanUnion must swiftly legislate to further protect the rights of activists journalists and politicians following thePegasus spyware scandal the blocs justice commissioner has told the European parliament ,"['europeanunion', 'must', 'swiftly', 'legislate', 'protect', 'rights', 'activists', 'journalists', 'politicians', 'following', 'thepegasus', 'spyware', 'scandal', 'blocs', 'justice', 'commissioner', 'told', 'european', 'parliament']",01-07-2021,neutral,0.54169631,0.04169631,91.6723767
931,the fact that the Central govt had outrightly refused to file the affidavit speaks volumes on what it is hiding pegasus,"['fact', 'central', 'govt', 'outrightly', 'refused', 'file', 'affidavit', 'speaks', 'volumes', 'hiding', 'pegasus']",01-07-2021,neutral,0.470607579,-0.029392421,91.64298428
347,The flaw disclosed Monday by Citizen Lab allowed a hacker using NSOs Pegasus malware to gain access to a device owned by an unnamed Saudi activist according to security researchersApple Pegasus ,"['flaw', 'disclosed', 'monday', 'citizen', 'lab', 'allowed', 'hacker', 'using', 'nsos', 'pegasus', 'malware', 'gain', 'access', 'device', 'owned', 'unnamed', 'saudi', 'activist', 'according', 'security', 'researchersapple', 'pegasus']",01-07-2021,neutral,0.58452636,0.08452636,91.72751064
1121,The Free Media  Top Five NEWS of 13 September 2021BhupendraPatel CMGujarat Pegasus JetAirways NovakDjokovic DaniilMedvedev OscarFernandes news media newsmedia thefreemedia ,"['free', 'media', 'top', 'five', 'news', '13', 'september', '2021bhupendrapatel', 'cmgujarat', 'pegasus', 'jetairways', 'novakdjokovic', 'daniilmedvedev', 'oscarfernandes', 'news', 'media', 'newsmedia', 'thefreemedia']",01-07-2021,positive,0.76847899,0.26847899,91.99598963
1903,The future is the When thinking about what lies ahead for the strategic environment two of the things that come to mind are the KC46 amp this team Theyve been integral leading the way for the Pegasus mission bringing their unique warfighting capabilities to AMC ,"['future', 'thinking', 'lies', 'ahead', 'strategic', 'environment', 'two', 'things', 'come', 'mind', 'kc46', 'amp', 'team', 'theyve', 'integral', 'leading', 'way', 'pegasus', 'mission', 'bringing', 'unique', 'warfighting', 'capabilities', 'amc']",01-07-2021,positive,0.90357846,0.40357846,92.39956809
523,The GOI is beating around the bushes on pegasusPegasus ,"['goi', 'beating', 'around', 'bushes', 'pegasuspegasus']",01-07-2021,positive,0.718000531,0.218000531,92.61756862
1515,The GoI is running away on the issue of hacking of phones of eminent persons which concerns the most sacred fundamental rights of all the right to privacy It doesnt trust even the SC and refuses to file an affidavit regarding the same What times are we living in Pegasus ,"['goi', 'running', 'away', 'issue', 'hacking', 'phones', 'eminent', 'persons', 'concerns', 'sacred', 'fundamental', 'rights', 'right', 'privacy', 'doesnt', 'trust', 'even', 'sc', 'refuses', 'file', 'affidavit', 'regarding', 'times', 'living', 'pegasus']",01-07-2021,negative,0.214343309,-0.285656691,92.33191193
1041,The Government of India neither confirms nor denies that it used Pegasus according to its filings before the apex court  ,"['government', 'india', 'neither', 'confirms', 'denies', 'used', 'pegasus', 'according', 'filings', 'apex', 'court']",01-07-2021,neutral,0.543187797,0.043187797,92.37509973
1053,The Government of India neither confirms nor denies that it used Pegasus according to its filings before the apex court  ,"['government', 'india', 'neither', 'confirms', 'denies', 'used', 'pegasus', 'according', 'filings', 'apex', 'court']",01-07-2021,neutral,0.543187797,0.043187797,92.41828753
1099,The Government refuses to tell Supreme Court whether Pegasus was used citing Public Interest and National Security Meanwhile Me Tell me something I dont know ,"['government', 'refuses', 'tell', 'supreme', 'court', 'whether', 'pegasus', 'used', 'citing', 'public', 'interest', 'national', 'security', 'meanwhile', 'tell', 'something', 'dont', 'know']",01-07-2021,negative,0.170584902,-0.329415098,92.08887243
1632,The government takes issues of Privacy seriously Solicitor General Tushar Mehta to supremecourt Pegasus,"['government', 'takes', 'issues', 'privacy', 'seriously', 'solicitor', 'general', 'tushar', 'mehta', 'supremecourt', 'pegasus']",01-07-2021,neutral,0.528625607,0.028625607,92.11749804
692,The government which can spy the private informations opposition leaders siting security reasonsespecially during the time of electionscan also manipulate the results of election Its dangerous for Democracy Pegasus    ,"['government', 'spy', 'private', 'informations', 'opposition', 'leaders', 'siting', 'security', 'reasonsespecially', 'time', 'electionscan', 'also', 'manipulate', 'results', 'election', 'dangerous', 'democracy', 'pegasus']",01-07-2021,positive,0.744694889,0.244694889,92.36219292
1464,The govt of India doesnt want to file affidavit in the Pegasus case before Supreme Court of India Forget citizens even SC has no right to know on the case it seems ,"['govt', 'india', 'doesnt', 'want', 'file', 'affidavit', 'pegasus', 'case', 'supreme', 'court', 'india', 'forget', 'citizens', 'even', 'sc', 'right', 'know', 'case', 'seems']",01-07-2021,negative,0.128235728,-0.371764272,91.99042865
350,The govts reluctance to file a simple affidavit in the SupremeCourt about the deployment of Pegasus spyware will inevitably add to widespread suspicion that the fundamental right to privacy of ordinary citizens was violated by government surveillance ,"['govts', 'reluctance', 'file', 'simple', 'affidavit', 'supremecourt', 'deployment', 'pegasus', 'spyware', 'inevitably', 'add', 'widespread', 'suspicion', 'fundamental', 'right', 'privacy', 'ordinary', 'citizens', 'violated', 'government', 'surveillance']",01-07-2021,positive,0.638961613,0.138961613,92.12939027
830,The Indian Express No beating around the bush did modigovt use Pegasus illegally  Supreme Court of Indiavia ,"['indian', 'express', 'beating', 'around', 'bush', 'modigovt', 'use', 'pegasus', 'illegally', 'supreme', 'court', 'indiavia']",01-07-2021,positive,0.801636398,0.301636398,92.43102666
1366,The insistence that it must come in the public domain has ill effects Solicitor GeneralPegasus PegasusSnoopgate ,"['insistence', 'must', 'come', 'public', 'domain', 'ill', 'effects', 'solicitor', 'generalpegasus', 'pegasussnoopgate']",01-07-2021,neutral,0.458844572,-0.041155428,92.38987124
758,The latest Mohalla Live  Thanks to   sharma umarkhalid pegasus,"['latest', 'mohalla', 'live', 'thanks', 'sharma', 'umarkhalid', 'pegasus']",01-07-2021,positive,0.843806267,0.343806267,92.7336775
1427,The marginal difference is why courts should examine pegasus case ,"['marginal', 'difference', 'courts', 'examine', 'pegasus', 'case']",01-07-2021,positive,0.650265157,0.150265157,92.88394266
1218,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus  ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus']",01-07-2021,negative,0.101615176,-0.398384824,92.48555784
1381,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus  ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus']",01-07-2021,negative,0.101615176,-0.398384824,92.08717301
1258,The Modi government has either committed treason or has breached the privacy of its citizens It can no longer hide behind National SecurityPegasus PegasusSnoopgate ,"['modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'securitypegasus', 'pegasussnoopgate']",01-07-2021,negative,0.101615176,-0.398384824,91.68878819
486,the New iPhone will come with preinstalled Pegasus spyware  For peace of mind AppleEvent ,"['new', 'iphone', 'come', 'preinstalled', 'pegasus', 'spyware', 'peace', 'mind', 'appleevent']",01-07-2021,positive,0.771704555,0.271704555,91.96049274
884,The new life where your connectivity to Identify Cards  and its linkage to data and surveillance violates privacy amp individual safetyPegasus,"['new', 'life', 'connectivity', 'identify', 'cards', 'linkage', 'data', 'surveillance', 'violates', 'privacy', 'amp', 'individual', 'safetypegasus']",01-07-2021,positive,0.771447957,0.271447957,92.2319407
391,the NSO Group after it was learned that Pegasus a spyware sold by the firm to authoritarian governments was used to spy and gather information on more than 50000 journalists and activistsimg aap lt  lt ,"['nso', 'group', 'learned', 'pegasus', 'spyware', 'sold', 'firm', 'authoritarian', 'governments', 'used', 'spy', 'gather', 'information', '50000', 'journalists', 'activistsimg', 'aap', 'lt', 'lt']",01-07-2021,positive,0.730624735,0.230624735,92.46256543
208,The NSO Groups Pegasus software used by authoritarian regimes across the world must be not allowed to continue business as usual following damning revelations about the firm and its topselling software earlier this year 29,"['nso', 'groups', 'pegasus', 'software', 'used', 'authoritarian', 'regimes', 'across', 'world', 'must', 'allowed', 'continue', 'business', 'usual', 'following', 'damning', 'revelations', 'firm', 'topselling', 'software', 'earlier', 'year', '29']",01-07-2021,negative,0.267863452,-0.232136548,92.23042889
248,The Only Real  Event Is How Pegasus Blasted Right Though It iOS iOS14 UPDATE CyberSec InfoSec ,"['real', 'event', 'pegasus', 'blasted', 'right', 'though', 'ios', 'ios14', 'update', 'cybersec', 'infosec']",01-07-2021,negative,0.449239373,-0.050760627,92.17966826
338,The paper seekers are not showing their own papersPegasus,"['paper', 'seekers', 'showing', 'paperspegasus']",01-07-2021,negative,0.267606407,-0.232393593,91.94727467
1133,The Pegasus investigation has revealed the extent of Israeli cyberweapons penetration against journalists humanrights defenders opposition leaders amp heads of state around the world ,"['pegasus', 'investigation', 'revealed', 'extent', 'israeli', 'cyberweapons', 'penetration', 'journalists', 'humanrights', 'defenders', 'opposition', 'leaders', 'amp', 'heads', 'state', 'around', 'world']",01-07-2021,positive,0.658640265,0.158640265,92.10591493
63,The Pegasus Saga All iPhone Devices Were Exploited by Israeli Spy Tech Firm Report IndicatesNSO DigitalSurveillance CitizenLab Apple ,"['pegasus', 'saga', 'iphone', 'devices', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicatesnso', 'digitalsurveillance', 'citizenlab', 'apple']",01-07-2021,negative,0.392972857,-0.107027143,91.99888779
908,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-07-2021,neutral,0.543189704,0.043189704,92.04207749
183,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-07-2021,neutral,0.543189704,0.043189704,92.0852672
907,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-07-2021,neutral,0.543189704,0.043189704,92.1284569
909,The Pegasus Saga All iPhone Devises Were Exploited by Israeli Spy Tech Firm Report Indicates  via  ,"['pegasus', 'saga', 'iphone', 'devises', 'exploited', 'israeli', 'spy', 'tech', 'firm', 'report', 'indicates', 'via']",01-07-2021,neutral,0.543189704,0.043189704,92.1716466
213,The Pegasus scandal is the umpteenth time Europeans find themselves being spied upon Just on the top of my head we have had Echelon Prism NSA Each example a scandal in its own right We sorely need fullfledged EU Intelligence under parliamentary oversight ,"['pegasus', 'scandal', 'umpteenth', 'time', 'europeans', 'find', 'spied', 'upon', 'top', 'head', 'echelon', 'prism', 'nsa', 'example', 'scandal', 'right', 'sorely', 'need', 'fullfledged', 'eu', 'intelligence', 'parliamentary', 'oversight']",01-07-2021,negative,0.17977041,-0.32022959,91.85141701
